Colonne1	Colonne2
Mais, y’a eu full fausses notes et y’a pas de voix là ?  #TheVoice	
J’ai A-DO-RÉ https://t.co/PQsAQLrp8j	
On vous donne le lien @MYTF1 pour la revoir en boucle ?? https://t.co/KoRTYkjB6r et une petite surprise ??… https://t.co/Mp3D0wfZHm	
Pas le choix ramène la daronne !!!#TheVoice	
@TheVoice_TF1 @Pink Elle chante trop bien et elke a choisi un super belle chanson #TheVoice #TF1 #pink	
Alors je voudrais remercier ma mère, mon père, mon agent, mon... C’est le premier tour. ON SE CALME. #TheVoice	
Cécyle là il y a de la voix très professionnel !!! @TheVoice_TF1 @TF1 @florentpagny @ObispoPascal @Zazieonline… https://t.co/lVBNzLzHK5	
Mais quelle horreur autant la mère que la fille elles ont font 10x trop #TheVoice	
elle est beaucoup trop belle Cécile #TheVoice	
Les petites piques d'Obispo à Pagny c'est magique ?? #TheVoice #TheVoice7	
@leokakizawa Merci Léo #thevoice	
#TheVoice moi actuellement https://t.co/g7Zn2p7FCz	
C'est moche de vieillir #pagny #TheVoice	
Elles sont relou #TheVoice	
@ObispoPascal fait un excellent début, il peut déjà être le coach de la saison #TheVoice	
"#TheVoice\nZazie me fatigue avec sa ""transmission"""	
Bonne nuit #thevoice et vous samedi prochain 21h.\n#Livetweets	
Sinon l’émission va se terminer à minuit ? #TheVoice	
Ok vu  #TheVoice https://t.co/SqLjiN77HB	
Encore une nulle qui a été prise chez pagny sacré équipe #TheVoice	
L’émission est beaucoup plus vivante que les années précédentes bravo ! Les interventions, les inattendus, les prem… https://t.co/yeq76NclhG	
Cette relation mère fille ?? #TheVoice	
Vive la corse  #TheVoice	
J’espère que Pink entendra pas cette reprise j’ai pas envie de la voir s’ouvrir les veines  #TheVoice	
La j'aime pas du tout ... Bon courage Florent... #thevoice	
Mon dieu la maman  #TheVoice	
#TheVoice on dirait que c'est la mère qui vient d'être prise, elle est surexcitée lol	
Je naime pas du tout du tout l attitude de la maman #TheVoice	
"Zazie c'est la seule à s'en souvenir de la mère les autres ils sont en mode ""euh ah bon"" #TheVoice"	
Cecyle télégénique mais chanteuse...mouais #TheVoice	
Cécile a assuré. Pourtant j'aime pas trop Pink #thevoice	
Elle a des beaux cheveux la corse ??#TheVoice	
#TheVoice la mère direction Sainte -Anne en urgence ????????	
Tout est scénarisé dans cette émission en carton #TheVoice	
Maman tais toi c'est ta fille la selectionnée. #TheVoice	
Les saisons passent et je me désintéresse complètement de cette émission . #TheVoice ??	
RIP la chanson de Pink massacré par miss Prout Prout #TheVoice	
#TheVoice je vais faire comme les années précédentes. Enregistrer l'émission et passer les pubs et les discours des coachs. C'est pénible	
#TheVoice Heureusement que j'ai zappé putain Depuis 21h je croyais que @Garou_officiel s'était fait bouffer les che… https://t.co/DR1ysQLEJn	
Je passe ma vie à verser ma larme devant #TheVoice	
Je comprends vraiment pas les choix des juges ... sa voix ... il se passe rien ... d'une banalité .... #TheVoice	
Trop mignonne la maman ?? #TheVoice	
A part manger on ne m'a rien transmis d'autres chez moi #TheVoice	
J'ai toujours pas digéré pour le père-fils #TheVoice	
Hey les parents qui vivent leur rêve via leurs enfants : ALLEZ CHEZ LE PSY VENEZ PAS DANS #THEVOICE	
Tu vois trop la fierté dans la façon d’être de la maman #TheVoice	
@ObispoPascal est partout sur @TF1 #TheVoice et sur @CStar avec @Slimaneoff	
#TheVoice jolie voix mais la meuf elle te fait du yaourt sur P!nk quoi ! Alors qu'elle est juste mythique cette chanson... Tsss	
#TheVoice c'est truqué de ouf cette soirée c'est trop gros pour être vrai	
Heureusement que Patrizia n’a pas tout cassée ?????? @nikosaliagas #TheVoice ?????????	
Je suis trop amoureuse d’elle https://t.co/y3sYacpUjm	
@TheVoice_TF1 @Pink Elle chante trop bien et elle a choisi une super belle chanson #TheVoice #TF1 #pink	
#TheVoice 10e et dernier talent de la soirée, Cécyle qui rejoint la team @florentpagny	
#MaVoiceBuzzDuSoir Edouard au costard ??\nEt #MaVoiceDeCoeur Gulaan aux pieds nus ???????????? \n#TheVoice\n@TheVoice_TF1	
#TheVoice \nLa Revanche de la fille. Tellement ÉMOUVANT ??	
À chaque fois, devant #TheVoice je chante. Mais moi je chante mal et faux.	
J'ai eu peur pour @nikosaliagas #TheVoice avec la réaction de la maman #Cécile	
la mère c’est un sketch à elle toute seule #TheVoice	
fuck la soirée aurait pu se terminer sur une meilleure note c’était nul #TheVoice	
Bah voila voila #TheVoice  pour cette 1ere emission  je ne saurai pas en choisir qu un ..ce n est pas possible  pou… https://t.co/0TOXD8mZlH	
Je suis définitivement en amour de Zazie .... Quelle bienveillance.... #TheVoice	
La mère de Cécile est trop agitée ???????? #TheVoice	
La mère qui montre son amour pour sa fille, trop touchant ?#TheVoice	
La maman est encore plus contente que la fille ?????????? #TheVoice	
Elle est trop mignonne la maman ?? #TheVoice	
Du calme elle ne va pas gagner the voice ta fille  #TheVoice	
Chers parents, apprenez à rester à votre place. C’est un défilé de « je vis à travers mon gosse » cette saison. #TheVoice	
Bon courage Florent Pagny : va falloir te farcir la mère hystérique aussi !\n#TheVoice https://t.co/AnATrEbLVx	
"EN DIREC https://t.co/O8rWo1Xxm1 https://t.co/l3oRC53k52"""	
#TheVoice \nA l'issue de cette soirée, @Zazieonline a déjà 3 talents, tous masculins : l'élégant Edouard Edouard, Au… https://t.co/0SZnufOhAD	
C'était une belle histoire @Zazieonline...\n#Osef\n#TheVoice	
ATTENDEZ MIKA IL A UN T SHIRT DE TRIXIE MATTEL OU QUOI?????? #RuPaulDragRaceAllStar3 #TheVoice	
Elle est gênante maman un peu nan ? #TheVoice	
Heureusement que les enregistrements de #TheVoice \nont eu lieu avant la mort de #Johnny	
"Thème du soir : Après le père &amp; le fils, c'est la maman et la fille! #thevoice"	
Faut faite sortir maman du palteau mtn hin. #gêneunpeu #yapasdquoipéter3pattesàuncanard \n#TheVoice	
C’est moi ou c’est gnangnan  #TheVoice cette année ???	
J'ai loupé #TheVoice du coup	
Oulaaa madame, attention à @nikosaliagas quand même. \n??????Nikos n'est pas blessé ca va ?? #TheVoice https://t.co/BbbjIKzwqZ	
#TheVoice @nikosaliagas au bord du craquage ! ?????? #Patricia	
Et moi qui trouve que mon père me colle la honte... \n#TheVoice	
Fraîche Cecyle #TheVoice ????	
Elle c’est une bombe, faut quel gagne #TheVoice !	
La daronne que personne ne veut avoir l'envahisseuse  #thevoice https://t.co/y3HMC1NNGj	
Cecyl est bien le style de Florent #TheVoice	
Enfaite certain candidat servent a etre ejecter au batel\n\nComme elle \n\n#TheVoice	
Il y en a plein qui beugle.comme elle.Tandis que pour le Père et le Fils qui ont une voix et qui chantent eux ,Rien… https://t.co/pk21nrUNUe	
C'est une mascarade cette émission ?? #TheVoice	
#thevoice  MERCI de nous avoir suivi , et à la semaine prochaine ! Bye et bonne nuit  les PIOUPIOUS ???? https://t.co/Ub15Ew6gDx	
C'EST FINIIIII ! On se retrouve la semaine prochaine ?? #TheVoice	
À quand quelqu'un qui m'inscrit à #TheVoice en douce parce que j'ai pas les c*uilles ? ??	
y'a tlmt de pubs que j'ai l'impression on a vu 3 talents mdrrr #TheVoice	
Super interprétation plein d’énergie de la #cannoise #Cecyle à #thevoice ! #cannes est décidément un vrai vivier de #talent ! @LisandroCuxi	
Bah vous me décevez cette saison mais vraiment  #TheVoice	
La mère et la fille là non, trop d'hystérie,  pas assez de simplicité, ça m'a soulé grave #TheVoice	
Florent il a les plus nuls ???? #TheVoice	
Trop cool Ces Cils #TheVoice	
La mère elle m’a tuée ?????? #TheVoice	
Les talents pris par Florent ce soir vont vite se faire sortir lors des battles je pense ?? #TheVoice	
"OK, la thématique c'est ""thérapie familiale"" ce soir ou bien ? #TheVoice"	
@Sgc62 Il a prit la confiance ???? #TheVoice	
@dom_miss et une chaine YouTube #TheVoice \nhttps://t.co/hIoO9lnlyo	
#TheVoice Quant à @mikasounds, il a réussi à récupérer les voix originales de Drea Dury et du groupe Kriill ! https://t.co/CkIwkeYzXi	
La fille prend la revanche! #TheVoice	
Ne reprend pas Pink qui veut hein. #TheVoice	
-Qu'est-ce que tu vas prendre\n-Un jus d'orange\n-Non mais c'est pas une question\n(cf #lauralaune) https://t.co/x2DDX3pIae	
#TheVoice roh le regard d'Édouard Édouard ????????????????????????	
#TheVoice C'est finis :c	
La voix est cool mais le tout est faiblard #TheVoice	
Je ne veux pas être méchante mais on dirait que la maman vie son rêve a travers sa fille.. Mais bon elle chante hyp… https://t.co/TRqXNScGxA	
Putain la maman gênante... En plus sa fille chante pas si bien qu'est ce que t'as foutu Florent! #TheVoice	
J'ai trouvé ça faux et dépourvu d'émotion. Désagréable quoi..  #TheVoice	
He zazi , euh du calme quand même! #TheVoice	
Laisser passer le fils et le père mais appuyer pour une reprise ratée de what about us ?? #TheVoice	
Cecyle la future Louane ?? #TheVoice #Potentiel #Brunette	
franchement j'adore cette émission mais là vous m'avez déçue à ne pas choisir le père/fils,c'etait la seule préstat… https://t.co/A4FUddV4DM	
Encore un très beau programme comme chaque année bravo @TF1 et #TheVoice !???????????	
Tout ce qui est atroce dans the Voice du cinéma la fille arrogante qui massacre Pink et la mère hystérique too much c’est ridicule #TheVoice	
Moi je veux mon Steven dans #TheVoice	
#TheVoice pink qui vient d'entendre sa chanson massacré par Cécile https://t.co/MgjwQbI7vI	
Le casting est vraiment pas mal et on dirait qu'Obispo est là depuis plusieurs saisons déjà. J'ADHERE #TheVoice	
@florentpagny pour qu’il te choisisse , tu viens , tu brailles un gros coup dans dans les 3 premières secondes , il… https://t.co/Z11mauSpvL	
Zazie elle a tout le temps TOUS les Atypiques ?? #TheVoice	
Renata douille du soir mdrr que ce qu'elle fou là #TheVoice	
#thevoice Ma mère serait comme ça, jamais je lui dirais de venir sur scène. Ridicule..	
Cecyle chante bien, dommage qu'elle soit si moche ?? #thevoice	
- Bonsoir, c'est moi la grosse relou qui hurle et qui veut absolument ramener sa fraise, vous vous souvenez de moi?… https://t.co/NNkqIji77L	
#TheVoice @FlorentPagny a donc une équipe composée de 2 voix féminines : celles de Cécyle et de Renata ! https://t.co/LBh3cKgZzY	
#thevoice\nOn dirait que pagny à fait un mauvais mercato cette saison!!!!	
Edouard edouard il est énorme aussi #TheVoice	
"pagny qui essaie de se rassurer avec ses talents ""rares"" ???????? #TheVoice"	
Il a l'oreille étrange ce soir Florent... ??\n#TheVoice	
WHÉEEEEEEEEEEEEEEEEREEEEE OUAAAAAH OHHH OHH OHHH OHHHHHHHHHH ?????????????????????????????? Elle est trop chouuuu je décède ??… https://t.co/dooxUj9LP7	
@GregoryAscher @lequipedestelle Alors relisez vous aussi mais je vous aimes aussi bisous ..pas grave en effet..biso… https://t.co/Nucs3fqJE8	
Bon pour moi c'est #Ecco #TheVoice ! Suite la semaine prochaine ?? @nikosaliagas	
La maman elle me gêne elle est gênante je suis mal à l’aise je sais pas quoi faire de mes mains quand je la vois je… https://t.co/fqCYIbEGhC	
J'ai eu peur pour @nikosaliagas #TheVoice avec la réaction de la maman #Cécyle	
#TheVoice zazie arrête de faire la bonne sœur alors que tu t es pas retourner l an dernier tu fais pitié	
cecile son seul talent c’est un bon shampooing #TheVoice	
Pagny et son cru pour l’instant, on le sent ravi ?? #TheVoice	
God of War : Un développeur réfute tout downgrade : https://t.co/jx7ApxRyFR      |      #TheVoice #DestinationEurovision	
Dans la famille talent inexistant je voudrais la mère et la fille  #TheVoice #Cecyle	
Florent ne veut pas gagné #TheVoice	
@Ftsson après avoir vu et écouté  votre prestation sur #TheVoice, je suis tombé en amour par votre chanson je suis… https://t.co/0iHK57nLnR	
C'est finit pour aujourd'hui ?? #TheVoice	
@TilltheCat Donc Elle n'a pas le droit de s'amuser et d'être elle même ? Qu'est ce qu'il y a de mal à être sure de… https://t.co/QUTyYEoRNf	
Très bon crû ce the voice 2018... même s'il y a des ratés !!! Faites revenir father and son s'il vous plaiiiit https://t.co/gM7RC9VhXe	
bon ça commence doucement cette année ... #TheVoice c t pas non plus époustouflant ... ont-il gardé le meilleur pour la suite ?	
Toujours un peu deg qu’il y ai jamais personne qui représente le punk ou le rock dans @TheVoice_TF1 ???? #TheVoice	
Pagny c'est les voix forte #TheVoice	
Et pour sa grande première sur #TheVoice, @PascalObispo a séduit trois talents féminins : Solia, Ecco et Rébécca ! https://t.co/0fbxP2phXi	
#TheVoice c'est fini pour cette premiere soirée  a l'aveugle ! La suite samedi prochain!  ?????? @TheVoice_TF1… https://t.co/ICJfM6YgmC	
#TheVoice Moi Cécyle, 21 ans, cordon ombilical toujours pas coupé avec ma mère un brin hystero.	
Euh.... comment dire ça elle mâche complètement l’anglais c’est faux #TheVoice	
Mes coups de cœur du premier soir : Renata, Goulan, Crill, Ecco et Rebecca. #TheVoice	
#TheVoice bon j'ai noté 4 noms sur ma liste ce soir #asamediprochain	
The voice 2018 pour moi c'est 0 #TheVoice #Next https://t.co/vqo44KivTf	
Sans surprises mes coups de cœur de la soirée sont chez Zazie #TheVoice	
On veut du moderne the voice 2018 bordayl  #TheVoice	
Punaise, la Cécyle elle est prise mais pas le duo père/fils, c’est quoi cette connerie encore #TheVoice	
Mdr l'équipe de pascal à la fin elle sera composée de 18 meufs on va rien comprendre #TheVoice	
Obispo a clairement les meilleurs talents ce soir avec Ecco et Rebecca #TheVoice	
On peut dire que @Zazieonline elle les a prises de haut vue sa taille !\n#TheVoice	
Fujitsu discute de la cession de sa division de téléphonie mobile : https://t.co/0529luDhZn      |      #TheVoice #DestinationEurovision	
#Zazie elle est géniale et super intentionnée jdr #TheVoice\n@nikosaliagas	
Pourquoi elle chiale déjà ? Pff #TheVoice	
Hé Pascal , tout de même! #TheVoice	
#edouard est hyper hyper sex'... ?????? @TheVoice_TF1 #thevoice	
Tout le monde est d’accord. #LastRts #TheVoice	
@istanhoran Ras le bol de ces histoires de parents qui sont venus les fois précédentes ! Une bonne chanteuse de kar… https://t.co/kepvndobyg	
Autant je me disais l'an dernier #TheVoice c'est la saison de trop autant cette 7eme année je suis bluffé ?? quelque… https://t.co/QvheflKlju	
@biquette2154 C’est vrai ! #??#thevoice	
Courage Florent... Se taper la mère complètement folle a toutes les répétitions... #TheVoice	
Mon coup de cœur de la soirée Rebecca. Rdv la semaine prochaine  #TheVoice	
C'est quoi cette arnaque ? La Cécyle elle chante aussi bien que moi quand je suis bourrée... #TheVoice	
Cécile soit belle et tait toi! #TheVoice	
Bonne première session d’auditions à l’aveugle ! @TheVoice_TF1 #TheVoice	
Excellente soirée devant #TheVoice !!\n@ObispoPascal parfait pour cette première !! Tellement mieux que Pokora ! https://t.co/kRlWCFFY5N	
Oui c'est aussi des gens qui chantent mal  #TheVoice #auditions @Tf1	
Pour un premier soir comme d'hab les meilleurs talent sont chez le nouveau Pascal Obispo et chez Mika c'est toujour… https://t.co/tVACMUgqL4	
Alors @florentpagny c'est peut être le moment de jouer pour gagner un an d'impôts offert et de revenir en France !… https://t.co/gZXduhK5ER	
Pila les lunettes??#TheVoice	
#TheVoice @nikosaliagas Bravo #Cecyle pour cette magnifique interpretation. Ce fut grandiose. ?????? https://t.co/E40ZAYkZlk	
Belles voix pour cette première !!! Enfin du level !!! #thevoice #imissmusicstudio	
Elle à gérer cecyle juste comme il fallait ! #TheVoice	
Trop deg c'est fini, heureusement ya encore les coulisses #TheVoice	
#TheVoice une belle première. À la prochaine !!!!	
Moi je serai @Zazieonline j irai récupérer le père et le fils #TheVoice	
EXACTEMENT https://t.co/1JHOnLpR1Z	
Plutôt très bon début de saison dans l'ensemble ! #TheVoice hâte la semaine prochaine !	
Fin des premières auditions à l'aveugle de @TheVoice_TF1 , quel début de saison avec des talents rares dans leurs p… https://t.co/C0TsbRwC0P	
#TheVoice \nLa nuque de @nikosaliagas brisée par la mère à Cécile https://t.co/lIzPgk6Zkc	
le pere et le fils ct magnifique ils se retournent pas et elle la qua meme pas de voix ils se retournent allez niquez vos meres #TheVoice	
1 ans impot ?\nComme pagny ?\n#TheVoice	
Absolument géniale cette première de #TheVoice number 7. Vivement la suite??	
